,Title,Category,Latitude,Longitude,geometry,county,subcounty,ward,centroid
539,Kims Agrovet Miu,Agrochemicals supplier,-1.5063907,37.5210373,POINT (37.5210373 -1.5063907),Machakos,Mwala Sub County,Muthetheni Ward,POINT (37.531769625471675 -1.5008216023086327)
540,WEMA AGROVET,Isinya-Kiserian Road,-1.6872922,36.8469527,POINT (36.8469527 -1.6872922),KAJIADO,Kajiado East Sub County,Kaputiei north Ward,POINT (36.875340832037544 -1.68681094845253)
541,Kilimo Bora AGROVET,Veterinary care,-1.9469217,37.3866564,POINT (37.3866564 -1.9469217),MAKUENI,Kilome Sub County,Kasikeu Ward,POINT (37.35607565267084 -1.9523194058434954)
542,Agricare Agrovet,Agrochemicals supplier,-1.7323893,37.5845775,POINT (37.5845775 -1.7323893),MAKUENI,Kaiti  Sub County,Ukia ward,POINT (37.51474781310259 -1.7606503351000666)
543,JOSAM AGROVET SUPPLIES,"3PMM+QH3, Wote - Makindu Rd",-1.9156139,37.7339131,POINT (37.7339131 -1.9156139),MAKUENI,Makueni  Sub County,Kathonzweni Ward,POINT (37.74976680169021 -1.9847871019377028)
544,GARDEN AGROVET,Veterinary care,-1.7914218,37.360646,POINT (37.360646 -1.7914218),MAKUENI,Kaiti  Sub County,Kilungu ward,POINT (37.37670770506492 -1.7934878237692191)
545,MOSKIT SOLUTION AGROVET,Veterinary care,-1.4886243,36.9547556,POINT (36.9547556 -1.4886243),KAJIADO,Kajiado East Sub County,Kitengela Ward,POINT (36.88192335969516 -1.5503722063244798)
546,Ngetha Mbingi Agrovet,Store,-1.6208793,37.562502,POINT (37.562502 -1.6208793),MAKUENI,Mbooni  Sub County,Kiteta-Kisau Ward,POINT (37.5234804276361 -1.6051971545098374)
547,Greenfarm Agrovet Farm Depot,Veterinary care,-1.7786225,37.6271957,POINT (37.6271957 -1.7786225),MAKUENI,Makueni  Sub County,Wote Ward,POINT (37.59852366427388 -1.7938655207355552)
548,KYAMA AGROVET,Veterinary care,-1.9995025,37.4177511,POINT (37.4177511 -1.9995025),MAKUENI,Makueni  Sub County,Mbitini Ward,POINT (37.449791359944584 -1.9682513200471785)
549,FARMCARE AGROVET,Veterinary care,-1.4863347,36.9560027,POINT (36.9560027 -1.4863347),KAJIADO,Kajiado East Sub County,Kitengela Ward,POINT (36.88192335969516 -1.5503722063244798)
550,"MODERN FARMERS BASE AGROVET, WOTE TOWN",Agrochemicals supplier,-1.8794768,37.5232122,POINT (37.5232122 -1.8794768),MAKUENI,Makueni  Sub County,Nzaui/Kilili/Kalamba Ward,POINT (37.53799908237226 -1.9155372591479047)
551,Green Acre Agrovets,Agricultural service,0.0353301,36.3660336,POINT (36.3660336 0.0353301),LAIKIPIA,Laikipia West Sub County,Igwamiti Ward,POINT (36.344894396248385 0.100131257872702)
552,G Eight Agrovet,Veterinary care,-0.2734971,36.3751302,POINT (36.3751302 -0.2734971),NYANDARUA,Olkalou Sub County,Karau Ward,POINT (36.33836429082202 -0.3201650790904106)
553,Neema Agrovet,Agrochemicals supplier,-0.7268671,36.6547243,POINT (36.6547243 -0.7268671),NYANDARUA,Kinangop Sub County,Njabani/kiburu Ward,POINT (36.67610206064084 -0.7251357320839751)
554,NJENDI FARMCARE AGROVET,Agrochemicals supplier,-0.080023,36.6464588,POINT (36.6464588 -0.080023),LAIKIPIA,Laikipia East Sub County,Ngobit Ward,POINT (36.70191369469884 -0.0426852449438897)
555,Mazao Agrovet,Agrochemicals supplier,-0.0768886,36.552321,POINT (36.552321 -0.0768886),NYANDARUA,Ndaragwa Sub County,Central Ward,POINT (36.542929797490025 -0.0709427571752948)
556,Sunset Agrovet,Agrochemicals supplier,-0.3416891,36.3722548,POINT (36.3722548 -0.3416891),NYANDARUA,Olkalou Sub County,Kaimbaga Ward,POINT (36.398816715771524 -0.3411445598616596)
557,Country Focus Agrovets,Veterinary care,0.0356743,36.3657216,POINT (36.3657216 0.0356743),LAIKIPIA,Laikipia West Sub County,Igwamiti Ward,POINT (36.344894396248385 0.100131257872702)
558,LOUISIANA AGROVET,Veterinary pharmacy,0.0250826,36.4076431,POINT (36.4076431 0.0250826),NYANDARUA,Ndaragwa Sub County,Kiritta Ward,POINT (36.44160459555525 0.0024618531795008)
559,Baraka Agro vet,Agrochemicals supplier,-0.0806144,36.6464862,POINT (36.6464862 -0.0806144),LAIKIPIA,Laikipia East Sub County,Ngobit Ward,POINT (36.70191369469884 -0.0426852449438897)
560,Savannah Farmline Agrovet,Agrochemicals supplier,-0.6663086,36.4778148,POINT (36.4778148 -0.6663086),Nakuru,Gilgil Sub County,Malewa West Ward,POINT (36.372184534507554 -0.669516909370179)
561,Menengai Agrovet & Veterinary Services,Animal feed store,-0.2840854,36.073468,POINT (36.073468 -0.2840854),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
562,EQUATOR AGROVET,Veterinary care,-0.2723533,36.3746358,POINT (36.3746358 -0.2723533),NYANDARUA,Olkalou Sub County,Karau Ward,POINT (36.33836429082202 -0.3201650790904106)
563,Highway Farmers Agrovet,Veterinary care,-0.3295269,36.4970252,POINT (36.4970252 -0.3295269),NYANDARUA,Kipipiri Sub County,Wanjohi Ward,POINT (36.49451996180466 -0.3120049979547221)
564,Top Far & Agrovet,Agrochemicals supplier,-0.1906254,36.3826713,POINT (36.3826713 -0.1906254),NYANDARUA,Olkalou Sub County,Rurii Ward,POINT (36.37383790894949 -0.2153701227780209)
565,Neema Agrovet,Animal feed store,-0.1314989,36.3795505,POINT (36.3795505 -0.1314989),NYANDARUA,Oljoroorok Sub County,Weru Ward,POINT (36.38637609009144 -0.1283267538607165)
566,Mt.Kenya Agrovet,Veterinary care,-0.0046477,36.2284727,POINT (36.2284727 -0.0046477),Nakuru,Subukia  Sub County,Subukia Ward,POINT (36.20261520886201 -0.0170915658690508)
567,OASIS AGROVET,Veterinary care,-0.2699232,36.3752981,POINT (36.3752981 -0.2699232),NYANDARUA,Olkalou Sub County,Karau Ward,POINT (36.33836429082202 -0.3201650790904106)
568,Planet Agrovet,Veterinary care,-0.073161,36.3646232,POINT (36.3646232 -0.073161),NYANDARUA,Oljoroorok Sub County,Weru Ward,POINT (36.38637609009144 -0.1283267538607165)
569,Oasis Agrovet and Vet services,Agricultural service,-0.229261,36.2628858,POINT (36.2628858 -0.229261),NYANDARUA,Olkalou Sub County,Mirangine Ward,POINT (36.23951012827006 -0.1927386670635289)
570,Umoja Agrovet,Agrochemicals supplier,-0.2734375,36.3749375,POINT (36.3749375 -0.2734375),NYANDARUA,Olkalou Sub County,Karau Ward,POINT (36.33836429082202 -0.3201650790904106)
571,Makena Agrovet,Agrochemicals supplier,-0.425259,36.9544738,POINT (36.9544738 -0.425259),NYERI,Nyeri Central Sub County,Rware Ward,POINT (36.94890415351513 -0.4225772371684778)
573,JC AGROVET,Agricultural product wholesaler,-0.0394632,36.3292484,POINT (36.3292484 -0.0394632),NYANDARUA,Oljoroorok Sub County,Gathanji Ward,POINT (36.30053941850946 -0.0425979556572898)
574,PRIMER - Med AGROVET,Agricultural service,-0.3621703,36.2805321,POINT (36.2805321 -0.3621703),NYANDARUA,Olkalou Sub County,Kanjuiri range Ward,POINT (36.269209977032546 -0.3006223229153499)
575,Easter Tech Farm Inputs & Agrovet,Agrochemicals supplier,-0.3461369,35.9669932,POINT (35.9669932 -0.3461369),Nakuru,Njoro  Sub County,Njoro Ward,POINT (35.94458275060986 -0.3439991788871808)
576,FARMERS AGROVET,Veterinary care,-0.7407655,36.9666305,POINT (36.9666305 -0.7407655),Muranga,Kiharu Sub County,Murarandia Ward,POINT (36.92553028818445 -0.7337863976124624)
577,Platinum Farm Care Agrovet,Agrochemicals supplier,-0.7214101,37.1580127,POINT (37.1580127 -0.7214101),Muranga,Kiharu Sub County,Township Ward,POINT (37.149273895302905 -0.7254373738276697)
579,Farmpride Agrovet,Agrochemicals supplier,-0.4812095,37.1244514,POINT (37.1244514 -0.4812095),NYERI,Mathira East Sub County,Karatina town Ward,POINT (37.112098666395134 -0.4524106570740936)
580,Abardare Agrovet,Veterinary care,0.0357206,36.361536,POINT (36.361536 0.0357206),LAIKIPIA,Laikipia West Sub County,Igwamiti Ward,POINT (36.344894396248385 0.100131257872702)
582,MOHSON INPUTS AGROVET,Agrochemicals supplier,-0.2877426,36.0757136,POINT (36.0757136 -0.2877426),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
583,TOTAL AGROVET,Veterinary care,-0.2774784,36.1716979,POINT (36.1716979 -0.2774784),Nakuru,Nakuru North  Sub County,Lanet/umoja Ward,POINT (36.177657971248145 -0.2945098135339987)
584,Jupiter Farmput Supplies,Agricultural service,-0.4811022,37.1261571,POINT (37.1261571 -0.4811022),NYERI,Mathira East Sub County,Karatina town Ward,POINT (37.112098666395134 -0.4524106570740936)
587,Northland Farmers Agrovet,Agrochemicals supplier,0.0114891,37.0752194,POINT (37.0752194 0.0114891),LAIKIPIA,Laikipia East Sub County,Nanyuki Ward,POINT (37.089579051717116 0.0226569259593235)
589,Stageview Agrovet,Agrochemicals supplier,-0.5609053,37.04651,POINT (37.04651 -0.5609053),NYERI,Mukurweini Sub County,Mukurwe-ini central Ward,POINT (37.10781328419289 -0.5682772148055564)
590,Farmers Link Agrovet,Agrochemicals supplier,-0.5048639,37.2796948,POINT (37.2796948 -0.5048639),KIRINYAGA,Kirinyaga Central Sub County,Kerugoya Ward,POINT (37.28449519958003 -0.4980842403617933)
591,Mwihoko Agrovet,Agricultural service,0.000141,37.0705035,POINT (37.0705035 0.000141),LAIKIPIA,Laikipia East Sub County,Thingithu Ward,POINT (37.02411590666781 0.0228979074323809)
592,New Downtown Agrovet- KRY BRANCH,General store,-0.5060832,37.2792951,POINT (37.2792951 -0.5060832),KIRINYAGA,Kirinyaga Central Sub County,Kerugoya Ward,POINT (37.28449519958003 -0.4980842403617933)
593,Kinamba Highway Agrovet,Veterinary pharmacy,-0.7232356,36.4726898,POINT (36.4726898 -0.7232356),Nakuru,Naivasha  Sub County,Viwandani Ward,POINT (36.40535272236173 -0.7365931741943736)
594,K K AGROVET,Animal feed store,-0.674552,37.0779478,POINT (37.0779478 -0.674552),Muranga,Mathioya Sub County,Gitugi Ward,POINT (37.001887243864196 -0.6556973692241373)
595,Grebe Enterprises Agrovet,Agrochemicals supplier,-0.2861545,36.0741373,POINT (36.0741373 -0.2861545),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
596,Jupiter agrovet,Agricultural service,-0.480174,37.126516,POINT (37.126516 -0.480174),NYERI,Mathira East Sub County,Karatina town Ward,POINT (37.112098666395134 -0.4524106570740936)
597,RUKU-INI AGROVET,Agrochemicals supplier,-0.8301624,37.2318132,POINT (37.2318132 -0.8301624),Muranga,Muranga South Sub County,Kambiti Ward,POINT (37.21900982952796 -0.8097164681015706)
598,Greenfarm Agrovet Tuthu,Agricultural service,-0.6673701,36.8304668,POINT (36.8304668 -0.6673701),Muranga,Kangema Sub County,Rwathia Ward,POINT (36.87913501241619 -0.6609130060925739)
600,P.J Agrovet,Agricultural service,-0.2284102,36.1188677,POINT (36.1188677 -0.2284102),Nakuru,Nakuru North  Sub County,Kabatini Ward,POINT (36.15826124960941 -0.2091809126208286)
601,Spur Agrovet,Agrochemicals supplier,0.1292639,37.0299081,POINT (37.0299081 0.1292639),LAIKIPIA,Laikipia North Sub County,Segera Ward,POINT (36.88070675867516 0.2199299105250897)
602,Vintage Agrovet Veterinary And A.I,Veterinary care,-0.2696848,36.0343251,POINT (36.0343251 -0.2696848),Nakuru,Rongai  Sub County,Menengai West Ward,POINT (35.99841194394047 -0.207236225969769)
603,Rohi Agrovet,Veterinary care,-0.2824918,36.0748824,POINT (36.0748824 -0.2824918),Nakuru,Nakuru West  Sub County,London Ward,POINT (36.06259719942824 -0.2707639643187559)
604,Kkangema agricare agrovet,Agrochemicals supplier,-0.6844037,36.9614548,POINT (36.9614548 -0.6844037),Muranga,Kangema Sub County,Muguru Ward,POINT (37.01710800753577 -0.6876263633296096)
605,Nyandarua farmers agrovet,Agricultural product wholesaler,0.15,36.366667,POINT (36.366667 0.15),LAIKIPIA,Laikipia West Sub County,Marmanet Ward,POINT (36.37495465537911 0.263762344618404)
606,Marubi Agrovet,Agrochemicals supplier,-0.422492,36.9514353,POINT (36.9514353 -0.422492),NYERI,Nyeri Central Sub County,Rware Ward,POINT (36.94890415351513 -0.4225772371684778)
607,Prominent Agrovet,Agrochemicals supplier,-0.6207231,37.2583371,POINT (37.2583371 -0.6207231),KIRINYAGA,Kirinyaga West Sub County,Kiine Ward,POINT (37.204337756916445 -0.5563566018508073)
609,J.N. Agrovet Centre,Veterinary care,-0.4723532,36.5086232,POINT (36.5086232 -0.4723532),NYANDARUA,Kipipiri Sub County,Githioro Ward,POINT (36.46582913326885 -0.4958527215599916)
610,Alpha Agrovet,Veterinary care,-0.2855098,36.0759861,POINT (36.0759861 -0.2855098),Nakuru,Nakuru West  Sub County,London Ward,POINT (36.06259719942824 -0.2707639643187559)
612,Countryside Agrovet/farm Inputs And Vet Services,Agricultural service,-0.5404611,37.208487,POINT (37.208487 -0.5404611),KIRINYAGA,Kirinyaga West Sub County,Mukure Ward,POINT (37.21595801116442 -0.5113423629785221)
613,JK Agrovet,Agricultural product wholesaler,-0.3030447,36.0800818,POINT (36.0800818 -0.3030447),Nakuru,Nakuru East  Sub County,Flamingo Ward,POINT (36.07386210000332 -0.3066782293599167)
614,BEMWANGU AGROVET,Veterinary care,-0.7842939,36.8732302,POINT (36.8732302 -0.7842939),Muranga,Kigumo Sub County,Kangari Ward,POINT (36.7898612476781 -0.7375895272800741)
615,Animal Health Agrovet,Agrochemicals supplier,-0.3744021,35.9451804,POINT (35.9451804 -0.3744021),Nakuru,Njoro  Sub County,Njoro Ward,POINT (35.94458275060986 -0.3439991788871808)
616,Neema Agrovet,Veterinary care,0.0353009,36.3665531,POINT (36.3665531 0.0353009),LAIKIPIA,Laikipia West Sub County,Igwamiti Ward,POINT (36.344894396248385 0.100131257872702)
617,OL KALOU AGROVET SHOP,Veterinary care,-0.1092115,36.3373326,POINT (36.3373326 -0.1092115),NYANDARUA,Oljoroorok Sub County,Weru Ward,POINT (36.38637609009144 -0.1283267538607165)
618,Corner Agrovet,Agricultural service,-0.6058583,36.5769004,POINT (36.5769004 -0.6058583),NYANDARUA,Kinangop Sub County,Gathara Ward,POINT (36.62157452526101 -0.6220861143319679)
619,Afya Animal Feeds & Agrovet,Veterinary care,-0.2776198,36.1712634,POINT (36.1712634 -0.2776198),Nakuru,Nakuru North  Sub County,Lanet/umoja Ward,POINT (36.177657971248145 -0.2945098135339987)
620,MUGA AGROVET,Veterinary care,-0.558258,37.0525623,POINT (37.0525623 -0.558258),NYERI,Mukurweini Sub County,Mukurwe-ini central Ward,POINT (37.10781328419289 -0.5682772148055564)
621,Twinlock Agrovet,Veterinary care,-0.7330768,36.9286352,POINT (36.9286352 -0.7330768),Muranga,Kiharu Sub County,Murarandia Ward,POINT (36.92553028818445 -0.7337863976124624)
622,Chasi Agrovet,Veterinary care,-0.8501125,36.6079059,POINT (36.6079059 -0.8501125),Kiambu,Lari Sub County,Kinale Ward,POINT (36.65138229662692 -0.8781686087503061)
623,"Nicmah Agrovet, Naromoru",Agrochemicals supplier,-0.1718338,37.0216764,POINT (37.0216764 -0.1718338),NYERI,Kieni East Sub County,Naromoru/kiamathaga Ward,POINT (37.10111469553748 -0.1636787723710145)
624,Abardare Agrovets,Veterinary care,-0.4252015,36.9562035,POINT (36.9562035 -0.4252015),NYERI,Nyeri Central Sub County,Rware Ward,POINT (36.94890415351513 -0.4225772371684778)
626,Kangaro Agrovet,Agricultural service,-0.2833942,36.0735832,POINT (36.0735832 -0.2833942),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
627,Rancivet Agrovet -Kaharati,Agricultural service,-0.8408524,37.1366463,POINT (37.1366463 -0.8408524),Muranga,Kigumo Sub County,Muthithi Ward,POINT (37.089070616432096 -0.8374251009129697)
629,NAKURU FARMERS AGROVET,Veterinary care,-0.2869536,36.0766624,POINT (36.0766624 -0.2869536),Nakuru,Nakuru West  Sub County,London Ward,POINT (36.06259719942824 -0.2707639643187559)
630,MWANGAZA AGROVET,Veterinary care,-0.2721901,36.3756143,POINT (36.3756143 -0.2721901),NYANDARUA,Olkalou Sub County,Karau Ward,POINT (36.33836429082202 -0.3201650790904106)
631,GRACE AGROVET,Veterinary care,-0.5197849,37.2970672,POINT (37.2970672 -0.5197849),KIRINYAGA,Kirinyaga Central Sub County,Kerugoya Ward,POINT (37.28449519958003 -0.4980842403617933)
632,Mzaliwa Agrovet,Veterinary care,-0.854245,36.6015667,POINT (36.6015667 -0.854245),Kiambu,Lari Sub County,Kinale Ward,POINT (36.65138229662692 -0.8781686087503061)
633,JOYERS FARMERS AGROVET,Veterinary care,-0.6334078,35.9959968,POINT (35.9959968 -0.6334078),Nakuru,Njoro  Sub County,Mau Narok Ward,POINT (35.98803213623134 -0.6212533660172447)
635,County Agrovet,Veterinary care,-0.7213627,37.1611616,POINT (37.1611616 -0.7213627),Muranga,Kiharu Sub County,Township Ward,POINT (37.149273895302905 -0.7254373738276697)
637,Famers Agro-vet,Agrochemicals supplier,-0.7944188,37.1301239,POINT (37.1301239 -0.7944188),Muranga,Muranga South Sub County,Ichagaki Ward,POINT (37.12178201054354 -0.8090431556497434)
638,Hope farm agrovet nanyuki,Agricultural service,0.0018551,37.074024,POINT (37.074024 0.0018551),NYERI,Kieni East Sub County,Gakawa Ward,POINT (37.09459756120993 -0.0842324296183947)
639,BARAKA AGROVET,Agrochemicals supplier,-0.5990599,36.8411747,POINT (36.8411747 -0.5990599),Muranga,Mathioya Sub County,Kiru Ward,POINT (36.80736728976927 -0.6330205681135442)
640,Topfarm Agrovet,Veterinary care,-0.4560083,35.9791921,POINT (35.9791921 -0.4560083),Nakuru,Njoro  Sub County,Kihingo Ward,POINT (36.022379509183885 -0.4708287376076012)
641,Mananja Agrovet,Veterinarian,-0.8404488,37.2686838,POINT (37.2686838 -0.8404488),Machakos,Masinga Sub County,Mananja Ward,POINT (37.30516892315228 -0.8672732723774808)
642,Isaac agrovet,Animal feed store,-0.4971183,36.9056268,POINT (36.9056268 -0.4971183),NYERI,Tetu Sub County,Wamagana Ward,POINT (36.91877402205306 -0.485685311902874)
643,Lanet Farm Care Enterprises,Agrochemicals supplier,-0.2742789,36.1752273,POINT (36.1752273 -0.2742789),Nakuru,Nakuru North  Sub County,Lanet/umoja Ward,POINT (36.177657971248145 -0.2945098135339987)
644,Avanna Agrovet,Agrochemicals supplier,-0.6042214,36.5735477,POINT (36.5735477 -0.6042214),NYANDARUA,Kinangop Sub County,Engineer Ward,POINT (36.558680664518484 -0.6353847259245926)
645,Agrovet Kahawa Hills,Veterinary care,-0.2860607,36.0745358,POINT (36.0745358 -0.2860607),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
646,AJ Agrovet,Agricultural product wholesaler,-0.112194,36.4601524,POINT (36.4601524 -0.112194),NYANDARUA,Ndaragwa Sub County,Central Ward,POINT (36.542929797490025 -0.0709427571752948)
647,Kilimo Agrovet,Veterinary care,-0.2193623,36.160922,POINT (36.160922 -0.2193623),Nakuru,Nakuru North  Sub County,Kabatini Ward,POINT (36.15826124960941 -0.2091809126208286)
648,JOHN'S AGROVET,Veterinary care,-0.7125917,37.0358802,POINT (37.0358802 -0.7125917),Muranga,Kiharu Sub County,Wangu Ward,POINT (37.025214245529504 -0.7189053725305896)
649,MURIMI AGROVET,Veterinary care,-0.6217389,37.2577539,POINT (37.2577539 -0.6217389),KIRINYAGA,Kirinyaga West Sub County,Kiine Ward,POINT (37.204337756916445 -0.5563566018508073)
650,Greenland Agrovet,Veterinary care,-0.7172147,36.4363074,POINT (36.4363074 -0.7172147),Nakuru,Naivasha  Sub County,Viwandani Ward,POINT (36.40535272236173 -0.7365931741943736)
651,Gatundu Agrovet Centre,Veterinary care,-0.7449527,37.0545706,POINT (37.0545706 -0.7449527),Muranga,Kiharu Sub County,Mugoiri Ward,POINT (37.03429717608858 -0.7586904386451512)
652,Amani Agrovet,Veterinary care,-0.7096659,36.9912387,POINT (36.9912387 -0.7096659),Muranga,Kiharu Sub County,Wangu Ward,POINT (37.025214245529504 -0.7189053725305896)
653,Lanet Wega Agrovet,Agrochemicals supplier,-0.2813274,36.1620769,POINT (36.1620769 -0.2813274),Nakuru,Nakuru North  Sub County,Lanet/umoja Ward,POINT (36.177657971248145 -0.2945098135339987)
654,BOUNTFUL AGROVET,Veterinary care,-0.3981382,35.9613471,POINT (35.9613471 -0.3981382),Nakuru,Njoro  Sub County,Kihingo Ward,POINT (36.022379509183885 -0.4708287376076012)
655,Mrefu Agrovet,Agrochemicals supplier,-0.8301068,35.9978376,POINT (35.9978376 -0.8301068),Narok,Narok North Sub County,Melili Ward,POINT (36.03996317864896 -0.8682834199157672)
656,KELAMON AGROVET,Agrochemicals supplier,-0.5659369,36.4997615,POINT (36.4997615 -0.5659369),NYANDARUA,Kinangop Sub County,Murungaru Ward,POINT (36.529331828997975 -0.5225332142026006)
657,Mwendi Urimi Agrovet,Veterinary care,-0.5609106,37.0497317,POINT (37.0497317 -0.5609106),NYERI,Mukurweini Sub County,Mukurwe-ini central Ward,POINT (37.10781328419289 -0.5682772148055564)
